,phone
207,+90 216 467 07 90
208,+47 41 41 48 12
209,+39 05 6577 7311
210,+420 606 421 802
211,+41 44 711 10 10
212,+6012 487 6961
213,+420 725 792 472
214,+49 040 419 28390
215,+30 210 4829974
216,+39 06 9016 0034
217,+7 800 555 36 19
218,+7 495 772 22 51
219,+46 73 3844488
220,+34 943 31 37 97
221,+7 495 220 20 95
222,+48 91 484 17 56
223,+45 49 75 96 60
224,+7 812 426 15 27
225,+358 4565 3911 2
226,+961 4 5213 08
227,+971 48864073
228,+65 6499 9777
229,+230 2120940
230,+359 2987 0720
231,+212 539 9496 32
232,+216 9842 6014
233,+502 2369 3420
234,+386 1 500 45 10
235,+49 69 8300 688 100
236,+972 3681 0592
237,+662 034 9770
238,+254 728 343361
239,+39 0471 531 253
240,+30 210 331 136 3
241,+262 262 0179 79
242,+352 740 327
243,+352 81 8785
244,+672 323 011
245,+1 868 356 2911
246,+212 539 9770 00
247,+351 219 383 704
248,+230 2401312
249,+502 2369 6929
250,+30 210 9840 147
251,+352 488 683
252,+352 958 071
253,+225 0808 7033
254,+1 246 426 7387
255,+595 21 296 443
256,+5999 526 9589
257,+352 409 660
258,+82 2 3441 9117
259,+31 10 2417007
260,+672 1800 623 423
261,+35 725 7369 63
262,+32 4 360 97 23
263,+1 86 86392895
264,+262 262 4510 55
265,+352 81 1728
266,+972 3683 4245
267,+81 3 5785 5690
268,+56 2 2233 2739
269,+1 86 87315918
270,+254 20 3872 878
271,+82 2 3441 8221
272,+7 8672 740 928
273,+94 114 7102 00
274,+36 1 406 2661
275,+356 2124 9639
276,+03 80236018
277,+597 478720
278,+352 2674 0337
279,+297 5831 022
280,+7 8672 518 726
281,+672 3 9481 3771
282,+31 535 374 444
283,+35 725 3646 15
284,+46 431 730 95
285,+52 55 2455 6060
286,+27 21 461 7426
287,+213 21 38 31 38
288,+254 20 4445 495
289,+385 1 4616 352
290,+84 909 339 232
291,+36 1 406 2473
292,+225 2135 5248
293,+30 210 9840 636
294,+32 4 360 92 91
295,+354 544 2161
296,+354 544 2160
297,+420 774422554
298,+354 551 3366
299,+1 86 84860880
300,+39 0471 531 213
301,+356 2123 7549
302,+64 93067234
303,+352 2695 0791
304,+81 54 238 3340
305,+345 749 7653
306,+94 115 3378 55
307,+1 809 807 2588
308,+672 322 706
309,+352 268 0084 8
310,+212 522 3923 80
311,+30 210 322 33
312,+233 302 8232 58
313,+353 16753766
314,+1 868 628 3338
315,+81 3 5785 5675
316,+31 20 6891267
317,+352 268 0084 7
318,+1268 5608 114
319,+351 219 384 855
320,+971 48136111
321,+230 7841 4582 302
322,+595 21 292 484
323,+385 1 3635 957
324,+598 2518 2 231
325,+46 431 732 00
326,+852 2422 3882
327,+598 2518 2 132
328,+81 54 238 3347
329,+49 69 8300 688 180
330,+852 2410 8731
331,+45 69 884911
332,+49 40 69797634
333,+49 2234 693616
334,+34 91 521 91 88
335,+39 45 597258
336,+43 1 3750036
337,+49 2683 5099 916
338,+49 7931 932820
339,+49 2224 9238102
340,+49 351 48656143
341,+49 4561 513792
342,+49 711 87039325
343,+49 6864 270348
344,+49 7633 806225
345,+49 441 92518613
346,+39 06 3223364
347,+44 20 3931 5757
348,+49 6221 5880889
349,+49 35874 21 0
350,+49 8375 975795
351,+49 2974 833591
352,+49 941 59579400
353,+49 6667 81
354,+49 69 69030304
355,+49 251 38337840
356,+49 241 40029704
357,+49 8662 665450
358,+852 2871 5500
359,+34 910521070
360,+49 761 38366372
361,+31 475 690447
362,+49 40 34994231
363,+49 7533 9979195
364,+49 208 74014673
365,+49 211 8285583
366,+49 7762 805180
367,+49 30 28099694
368,+43 2166 23046
369,+1 415 884
370,+49 8824 910440
371,+49 6332 9934161
372,+49 228 96502147
373,+44 20 37950555
374,+49 421 16536791
375,+49 4321 8515202
376,+44 020 34091577
377,+49 8324 953185
378,+49 89 23886778
379,+49 3581 3758
380,+43 1383 1034
381,+49 2683 9359 0
382,+18002102370
383,+1 301 315 9634
384,+49 341 355356 0
385,+49 341 355356 950
386,+41444801270
387,+41 44 480 12 70
388,+12016934846
389,+2024282
390,+333333333
391,+359 0886 695 616
392,+44 113 815 1570
393,+32 1 877 227 6963
394,+31 20 592 9333
395,+31205929333
396,+12129374335
397,+12129374336
398,+0117 929 0383
399,+020 7229 8541
400,+34 958 804 324
401,+020 7392 7788
402,+49 000 0000
403,+0 800 12 34 56
404,+24335368
405,+18009159122
406,+64 4 333 1000
407,+43 1 5455155 0
408,+1 978 816 1600
409,+43 1 545 5155
410,+44 1 2345 6789
411,+41 22 749 08 88
412,+14155551212
413,+15553676287
414,+1 856 310 1981
415,+33 08 05 54 24 86
416,+52 01 800 910 7070
417,+44 203 684 1123
418,+19177935868
419,+41 41 552 14 90
420,+46101722105
421,+46 10 17 22 105
422,+46101722100
423,+46 10 17 22 100
424,+39 351 6097868
425,+611300423372
426,+441142662040
427,+61 429844976
428,+66 2 614 4500
429,+62 61 524 6222
430,+64 9 918 8600
431,+886 2 2757 1193
432,+88 02 8878871
433,+886 2 2757 5298
434,+64 9918 8798
435,+92 21 263 1526
436,+62 21 5291 4901
437,+673 2 223 685
438,+62 21 2551 477
439,+61 2 1300 300 437
440,+62 21 5291 4567
441,+62 21 524 6622
442,+91 12 44182171
443,+82 2 2004 0735
444,+64 9913 4040
445,+64 9918 8630
446,+673 2 233 668
447,+1 300 308 688
448,+886 2 2757 5266
449,+66 2614 4523
450,+886 2 2757 2166
451,+852 2192 2233
452,+886 2 6616 5998
453,+673 2 241 317
454,+91 22 61640157
455,+88 02 8878873
456,+81 3 5203 3065
457,+61 8 9320 9820
458,+61 7 3835 7830
459,+64 9 918 8718
460,+66 2 614 4219
461,+66 2614 4559
462,+84 8 3520 6160
463,+81 3 5203 3565 3222
464,+62 21 521 1305
465,+65 6224 9578
466,+81 3 5203 3991
467,+81 3 5203 4236
468,+84 8 3829 2288
469,+92 21 227 2312
470,+92 42 578 6219
471,+92 42 578 6217
472,+65 6658 2288
473,+61 2 9006 5563
474,+852 2845 2605
475,+82 2318 9105
476,+61 8 8112 8612
477,+63 2 581 8200
478,+88 02 8878850
479,+88 02 8878872
480,+81 3 5203 3239
481,+82 2 2004 0301
482,+8 13 5203 3265
483,+886 2 2652 7256
484,+673 2 252 336
485,+18663333909
486,+6595256
487,+49 421 69663282
488,+1 310 823 8649
489,+1 310 301 5800
490,+2304035100
491,+1 646 827 0648
492,+1 919 254 7798
493,+350 200 73520
494,+49 4615050350
495,+49 461 5050 35
496,+49 461 50503535
497,+376 725001
498,+376 863667
499,+376 875481
500,+376 875274
501,+49 89 76 76 25 00
502,+49 89 76 76 0
503,+1 650 492 5631
504,+1 404 978 8419
505,+1 877 809 3183
506,+1 877 734 4783
507,+1 345 746 3687
508,+971 4 7774018
509,+41 22 747 63 33
510,+1 215 706 5700
511,+1 215 706 5701
512,+41 22 747 60 00
513,+011 860 273 0123
514,+93 70 6604794
515,+13026365454
516,+61394796684
517,+13026365400
518,+61396431871
519,+27113140088
520,+27113140077
521,+27115681492
522,+27115682800
523,+1 268 460 1477
524,+1 268 460 1391
525,+41 22 909 7292
526,+41 22 909 7200
527,+1 264 497 5233
528,+1 264 497 3255
529,+1 212 458 1942
530,+1 212 770 7000
531,+33 561935948
532,+33 561933333
533,+91 11 41666100
534,+91 11 41666149
535,+355 4 2250926
536,+355 4 2259106
537,+39 011 003 1111
538,+1 480 393 4275
539,+33 1 39 30 83 01
540,+33388156815
541,+33 388156540
542,+33 1 39 30 83 00
543,+41 22 312 5610
544,+41 22 312 5612
545,+374 93 199840
546,+374 91 415539
547,+374 6027 2271
548,+1 212 640 2000
549,+1 212 640 9212
550,+1 401 333
551,+1 800 624
552,+31 26 3525500
553,+19196774444
554,+19195316016
555,+86 10 5244 7383
556,+86 10 5884 6931
557,+86 10 5884 6939
558,+61 3 8654 1922
559,+61 3 9273 5555
560,+244 924 782 278
561,+64 21 279 4995
562,+64 4 472 1600
563,+33 140541064
564,+33 140541010
565,+54 11 5235 1160
566,+20227738092
567,+97147774018
568,+1 510 492 4080
569,+1 510 492 4001
570,+1 310 823
571,+33 3 88 14 22 22
572,+1 212 334 3660
573,+1 212 208 2674
574,+684 252 9742
575,+852 2244 7902
576,+852 2244 7900
577,+43 662 4669
578,+43 1 4277 14035
579,+43 1 4277 9140
580,+49 7131 7999 0
581,+1 206 646 5990
582,+12069467702
583,+61 3 9206 4153
584,+61 3 8847 9045
585,+1 702 757 6555
586,+297 583 4000
587,+297 583 4030
588,+297 5251000
589,+297 5251001
590,+358 18 23500
591,+358 18 25000
592,+358 18 19155
593,+44 7977 917316
594,+994 12 4939319
595,+994 12 4980522
596,+387 33 560 240
597,+387 33 213 773
598,+17027576555
599,+86 188 1064 7965
600,+86 10 5992 0062
601,+1 202 236 1154
602,+34 934 672 959
603,+34 936 750 354
604,+44 2071 167663
605,+44 7825 023892
606,+1 209 341 4226
607,+1 209 573 8520
608,+49 621 3905 7393
609,+49 621 3905 393
610,+1 246 535 2570
611,+1 246 535 2502
612,+1 246 620 0960
613,+44 3030409777
614,+44 303 040 9777
615,+44 2088118815
616,+1 919 791 3356
617,+1 919 745 5328
618,+34 91 537 72 34
619,+34 91 374 63 21
620,+880 2 9331798
621,+880 2 9574446
622,+880 2 9515599
623,+880 2 9357877
624,+32 16 28 49 70
625,+32 16 28 49 71
626,+44 2033880600
627,+44 2033880601
628,+43 662 234548 29
629,+49 30 49782356
630,+43 662 234548 730
631,+49 30 49782354
632,+1 415 278 8444
633,+1 208 685 1880
634,+22670201338
635,+22670390190
636,+22625375364
637,+359 52 702563
638,+359 52 702562
639,+359 52 702561
640,+973 17532125
641,+973 17520000
642,+257 22 22 5005
643,+257 22 225005
644,+229 96 80 52 52
645,+229 21 31 00 65
646,+229 21 31 00 67
647,+1 917 522 2727
648,+1 212 617 7816
649,+1 609 818 3151
650,+33 1 57 43 74 03
651,+33 1 42 98 02 65
652,+591 2 2200720
653,+496132772378
654,+496132774566
655,+1 980 387 8445
656,+1 980 388 2014
657,+55 11 5509 3505
658,+35227862529
659,+352621811103
660,+442033880600
661,+1 206 946 7702
662,+49 9352 180
663,+49 711 811
664,+33488662207
665,+33488662220
666,+1 4164773490
667,+1 4164770964
668,+55 11 5509 3501
669,+81355210107
670,+81355210117
671,+1 425 671 0020
672,+1 425 298 2200
673,+32 16 284971
674,+32 16 284970
675,+1 242 302 4549
676,+1 242 302 4528
677,+44 203 388 0600
678,+01 310 450 6988
679,+44 203 388 0601
680,+47 73 55 73 55
681,+267 395 7976
682,+267 368 5410
683,+375 17 3092424
684,+375 17 3271824
685,+375 17 2395703
686,+375 17 2395720
687,+501 223 1607
688,+501 610 5124
689,+501 223 2242
690,+33 298599326
691,+33 298828788
692,+1 613 237 5335
693,+1 613 237 0534
694,+1 212 381 3950
695,+1 212 381 3500
696,+33 4 42 50 69 48
697,+31 1 0 4 05 44 73
698,+61292231800
699,+61292237833
700,+1 302 636 5400
701,+44 1268 292545
702,+41 22 312 56 12
703,+41 22 312 56 10
704,+34 936 75 03 54
705,+39 06 698 45204
706,+39 06 698 45210
707,+61477387865
708,+61291181601
709,+613 9926 6788
710,+1 703 948 3978
711,+613 9926 6700
712,+1 703 925
713,+243 81 063 8578
714,+243 822983889
715,+61 2 9247 8230
716,+41 22 766 7482
717,+41 22 766 2095
718,+236 21 61 44 72
719,+31 20 5315726
720,+236 21 61 60 64
721,+31 20 5315721
722,+41 44 519 00 60
723,+41 44 268 15 78
724,+41 44 268 15 40
725,+1 212 688 5055
726,+1 212 715 4808
727,+225 20 34 43 73
728,+225 20 34 42 53
729,+225 20 34 43 75
730,+44 203 117 1368
731,+44 207 921 4777
732,+1 208 389 5740
733,+1 208 389 5771
734,+682 29680
735,+56 22 940 7700
736,+33 1 53 35 35 53
737,+33 1 53 35 36 10
738,+237 223 4065
739,+237 223 0303
740,+571 616 9961
741,+57 3144012918
742,+43 1 98116
743,+431981160
744,+43198116111
745,+1 202 628 6726
746,+1 202 383 5453
747,+33 4 95 51 67 75
748,+33 4 95 51 69 00
749,+506 2283 4101
750,+506 2283 4814
751,+506 2280
752,+1 703 728 4176
753,+1 562 262 0906
754,+1 469 499 8240
755,+537 8620377
756,+537 2069380
757,+537 2048202
758,+33613993433
759,+33603630483
760,+238 261 3069
761,+238 260 4400
762,+59997442100
763,+59997442248
764,+61 410 177 335
765,+357 2289 5520
766,+357 2289 4445
767,+357 22 895077
768,+357 22 892165
769,+44 2033 880600
770,+44 2033 880601
771,+420 222745112
772,+420 222745111
773,+49 69 27235 235
774,+49 69 27235 272
775,+49 69 27235 0
776,+49 69 27235 234
777,+1 312 486 4145
778,+1 610 479 5957
779,+1 800 732 7241
780,+1 224 405 0640
781,+1 513 746 2800
782,+45 3364 6066
783,+45 3364 6060
784,+81 3 3780 5239
785,+81 3 5456 1601
786,+1 303 723 1699
787,+1 303 723 1000
788,+97143532988
789,+97143533334
790,+1 302 992 3165
791,+1 302 774 1000
792,+213 23 25 54 08
793,+213 23 25 54 02
794,+5934 2515434
795,+5934 3729560
796,+372 727 1000
797,+202 33458366
798,+202 33458365
799,+496151720
800,+496151722000
801,+291 1 200339
802,+291 1 189193
803,+291 1 185019
804,+291 1 120938
805,+46 10 719 3091
806,+46 10 719 0000
807,+34 91 212 76 20
808,+34 91 212 76 24
809,+34 91 555 76 64
810,+251 115 523 296
811,+251 911 208321
812,+251 115 53 15 69
813,+251 911 246572
814,+32 2 401 27 51
815,+32 2 401 27 50
816,+41 223 125 610
817,+41 223 125 612
818,+302 636 5454
819,+518 736 3434
820,+1 7039256999
821,+1 2022239256
822,+1 7039483978
823,+1 2022239252
824,+29 0536 949 111
825,+352 349 711 95 06
826,+352 349411
827,+358 295 345 000
828,+1 617 563 7000
829,+1 617 692 1699
830,+61416163791
831,+442072256318
832,+60389966788
833,+442075461029
834,+679 323 2117
835,+500 27306
836,+500 28459
837,+1 650 265 0400
838,+1 650 265 0401
839,+691 320 2745
840,+691 320 2740
841,+298 550050
842,+1 310 369 5668
843,+1 310 969 1063
844,+33 1 39 30 83 05
845,+33 153922846
846,+33 153920040
847,+81354561601
848,+81337805239
849,+241 01 76 32 49
850,+1 209 341 6349
851,+44 1235 822 397
852,+44 1235 822 212
853,+1 473 435 6872
854,+1 473 435 2132
855,+14169980932
856,+995 599 48 65 14
857,+995 577 208045
858,+49 461 5050 35 0
859,+3292187979
860,+3292187978
861,+65 6720 0866
862,+65 6823 9106
863,+590 590 571 090
864,+44 1481 521713
865,+233289518437
866,+233302521696
867,+350 47272
868,+350 47200
869,+442070670999
870,+442070670901
871,+299 322966
872,+299 341255
873,+1 8554845622
874,+353 16335466
875,+55 21 2540 4720
876,+220 391020
877,+220 392728
878,+220 3911020
879,+81 337805239
880,+81 354561601
881,+49 231 9703 0
882,+49 721 91374 2978
883,+49 231 9703 200
884,+49 721 91373 4221
885,+224 46 27 07
886,+1 206 356 8341
887,+37798 66 34 10
888,+37798 66 25 15
889,+1 877 734 4688
890,+1 540 301 0160
891,+1 888 282 0870
892,+34 675404304
893,+590590814261
894,+590590803140
895,+31205315726
896,+31205315721
897,+240222268239
898,+30 281 0391450
899,+30 281 0391451
900,+44 121 318 6707
901,+502 2368 8565
902,+502 2369 3452
903,+502 2368 8566
904,+671 734 9422
905,+671 735 2640
906,+351 211308200
907,+245 3204876
908,+245 3204874
909,+351 211312720
910,+5926444135
911,+49 40 6506 2020
912,+43 662 2345 4829
913,+43 662 2345 48730
914,+1 212 512 1986
915,+1 212 512 1000
916,+912267546203
917,+912267546010
918,+91 970 277 7311
919,+358 9 310 1641
920,+358 9 655 783
921,+33 140174720
922,+33 140174994
923,+852 2319 2303
924,+852 2319 2626
925,+612 6100 6588
926,+612 6100 6599
927,+1 303 278 8809
928,+1 303 302 1400
929,+504 2235 5721
930,+504 235 5721
931,+504 2235 4141
932,+504 235 4141
933,+1 770 384 2293
934,+1 770 433 8211
935,+541148943500
936,+385 1 66 61 615
937,+385 1 66 61 616
938,+385 1 66 61 686
939,+36 1 238 0115
940,+36 1 238 0114
941,+1 518 966 9187
942,+86 10 82096303
943,+86 10 82096262
944,+62 82111610360
945,+62 817758377
946,+62 21 3005 5789
947,+353 1 230 1273
948,+353 1 236 5421
949,+353 1 236 5412
950,+1 732 981 3432
951,+1 732 981 0027
952,+49 30 4980 2722
953,+49 30 4980 2727
954,+972 3 9700901
955,+972 3 9700900
956,+44 1624 829525
957,+44 1624 825278
958,+44 1624 685685
959,+91 11 48202013
960,+91 11 48202011
961,+246 9398
962,+964 7904318957
963,+964 7904318951
964,+964 17195839
965,+98 21 22828081
966,+98 21 22828080
967,+98 21 22295700
968,+354 525 4747
969,+354 578 2030
970,+354 561 0999
971,+90 2123128920
972,+90 2124495115
973,+39 050 315 2113
974,+39 050 315 2087
975,+39 050 315 2123
976,+39 050 315 2207
977,+44 207 157 6563
978,+44 774 076 2399
979,+44 2476303080
980,+44 2476202101
981,+44 1534 521713
982,+1 248 512 4053
983,+1 248 512 2950
984,+1 312 228 2777
985,+1 312 228 2269
986,+1 876 927 0997
987,+1 876 927 2148
988,+962 6 5861059
989,+962 6 5805700
990,+81 3 5215 8480
991,+81 3 5215 8451
992,+81 3 5215 8452
993,+1 408 745 2100
994,+1 408 745 2000
995,+254 20 4450058
996,+254 20 4450059
997,+254 20 4450087
998,+254715275483
999,+254 715 275483
1000,+852 2525 7211
1001,+852 2845 9000
1002,+996 312 963434
1003,+996 312 964488
1004,+855 23 723 222
1005,+855 23 721 406
1006,+855 16 842 890
1007,+855 23 722 333
1008,+686 26193
1009,+686 26003
1010,+686 25488
1011,+6493070040
1012,+16132370534
1013,+16132375335
1014,+269 3323001
1015,+269 7734300
1016,+269 7738912
1017,+1 869 4650610
1018,+886 2 2341 1313
1019,+886 2 2396 8832
1020,+1 869 4658582
1021,+43 1 198116
1022,+8502 381 3180
1023,+8502 381 4418
1024,+31 20 656 6700
1025,+31610163500
1026,+82 10 8581 3514
1027,+82 61 820 2611
1028,+82 61 820 1161
1029,+9647504458604
1030,+81354562695
1031,+856 21 254150
1032,+856 21 255780
1033,+33 139308300
1034,+33 139308301
1035,+49 221 8885 2564
1036,+49 221 8885 5274
1037,+541143260777
1038,+528188642600
1039,+61394791991
1040,+961 1 749 116
1041,+33 149875108
1042,+33 143875100
1043,+1 212 708 6681
1044,+1 212 708 6600
1045,+45 79505370
1046,+45 75338853
1047,+1 317 276 2000
1048,+1 317 276 1919
1049,+49 89 74460
1050,+49 89 74461144
1051,+44 844 844 8888
1052,+94 11 4 216 065
1053,+94 11 4 216 061
1054,+94 112 650 805
1055,+94 11 2 650 805
1056,+1 212 883 2299
1057,+1 206 910 6225
1058,+1 312 701 8713
1059,+231 227083
1060,+231886510417
1061,+266 22310984
1062,+266 22224300
1063,+266 2231 0984
1064,+370 37 353325
1065,+370 37 300736
1066,+370 37 300643
1067,+49 941 5955959
1068,+49 941 595590
1069,+45 299 94400
1070,+1 310 402 2491
1071,+1 310 402 2487
1072,+442033880601
1073,+371 6708 5858
1074,+371 6782 0153
1075,+371 6721 1241
1076,+218 21 3400020
1077,+218 21 3400039
1078,+218 91 2123880
1079,+218 21 3614170
1080,+212 537 20 38 62
1081,+212 537 71 84 08
1082,+212 537 71 86 01
1083,+34 915 805 089
1084,+34 915 804 907
1085,+33 549738083
1086,+33 5 49 73 74 75
1087,+49 89 36098
1088,+34 932 329 544
1089,+34 932 654 145
1090,+39 059 590511
1091,+1 310 252 3527
1092,+377 98 98 88 00
1093,+377 97 98 56 57
1094,+1 404 521 1743
1095,+1 404 335 3000
1096,+373 22 54 52 64
1097,+373 22 541000
1098,+373 22 54 49 56
1099,+373 22 54 52 66
1100,+382 20 414 290
1101,+382 20 414 283
1102,+382 67 313 222
1103,+01 310 247 2190
1104,+01 310 247 2165
1105,+261 20 22 299 57
1106,+261 20 22 369 82
1107,+261 33 11 036 17
1108,+261 33 12 043 40
1109,+1 614 692 6640
1110,+1 614 692 3452
1111,+389 2 3256561
1112,+223 20 29 94 13
1113,+223 77 28 52 51
1114,+95 67 407227
1115,+95 67 407535
1116,+95 67 3407626
1117,+33 139308315
1118,+976 11 320 210
1119,+976 11 318 048
1120,+853 28716636
1121,+853 28716606
1122,+61 3 990 56171
1123,+1 202 903 4422
1124,+1 670 483 3264
1125,+1 670 235 0965
1126,+222 46 46 83 17
1127,+222 36 30 76 01
1128,+1 664 491 6386
1129,+356 2340 8000
1130,+44 1865332211
1131,+33139308300
1132,+960 311222
1133,+960 3343088
1134,+960 771803
1135,+603 8008 2000
1136,+603 8008 2020
1137,+258 21 492601
1138,+258 823 003920
1139,+258 21 494755
1140,+264 88 624273
1141,+264 81 124 6733
1142,+61 477 385 759
1143,+1 703 925 6999
1144,+1 212 407 8000
1145,+1 212 888 7931
1146,+687 278 203
1147,+687 278 201
1148,+687 287 172
1149,+687 267 645
1150,+227 20 73 58 12
1151,+227 20 72 21 80
1152,+227 20 72 27 75
1153,+227 20 72 58 12
1154,+672 3 23850
1155,+672323850
1156,+234 9094531463
1157,+234 8022912202
1158,+1 703 889 5778
1159,+1 703 889 5779
1160,+505 278 3142
1161,+505 278 3141
1162,+1 503 671 6453
1163,+1 503 646 6926
1164,+81 3 3773 8409
1165,+81 3 3773 1259
1166,+81 3 5533 9829
1167,+358 0 10 44 81 002
1168,+358 0 10 44 88 000
1169,+90 212 603 62 04
1170,+90 530 460 52 31
1171,+977 1 4445920
1172,+977 1 4439360
1173,+674 5587116
1174,+674 5573086
1175,+49 89 921 858 41
1176,+81 3 6838 5590
1177,+46 8 452 35 00
1178,+683 4237
1179,+46 8 452 35 02
1180,+683 4235
1181,+64 4 495 2115
1182,+492196761962
1183,+968 24222081
1184,+968 24222082
1185,+968 24222086
1186,+41 32 343 69 11
1187,+41 32 343 68 11
1188,+4570205872
1189,+4546907111
1190,+353 1 791 8569
1191,+49 180 5522944
1192,+49 180 5522744
1193,+353 1 854 1100
1194,+91 07940503219
1195,+91 8374000134
1196,+33 320827332
1197,+33 320839928
1198,+507 560 3401
1199,+507 560 3506
1200,+507 560 3148
1201,+90 555 001 66 80
1202,+54114894 3588
1203,+51 1 7020000
1204,+689 40 544 860
1205,+689 40487287
1206,+689 40463705
1207,+689 40 532 801
1208,+852 5 8085724
1209,+31402740552
1210,+31622470330
1211,+31402743489
1212,+41 58 323 23 23
1213,+41 58 323 23 24
1214,+48 22 380 8200
1215,+48 22 380 8201
1216,+64 9 3660186
1217,+64 9 3660187
1218,+41 31 350 31 10
1219,+41 31 350 34 50
1220,+1 973 716 6632
1221,+39 02 43002
1222,+39 011 6502429
1223,+1 781 823 8911
1224,+595 21 334 650
1225,+595 21 585550
1226,+595 21 310 587
1227,+595 21 585554
1228,+974 44995344
1229,+974 44830630
1230,+9744995312
1231,+1 425 404 0814
1232,+1 818 739 0683
1233,+41 79 203 4075
1234,+1 860 277 5147
1235,+1 860 277 5150
1236,+49 9352 18 1385
1237,+55 21 39711818
1238,+61 3 9925 8694
1239,+61 3 9925 3185
1240,+40 21 4057200
1241,+40 21 316 5340
1242,+40 21 316 1084
1243,+381 11 7281281
1244,+381 11 7281282
1245,+7 495 730 29 68
1246,+7 495 730 29 69
1247,+7 495 730 29 71
1248,+49 201 3202 571
1249,+49 201 3202 9571
1250,+250788424148
1251,+49 201 12 15143
1252,+49 201 12 15372
1253,+966114619497
1254,+966114618216
1255,+966114618179
1256,+49 6894 93 96 251
1257,+49 6894 9396 250
1258,+81 3 5332 7070
1259,+82 70 4310 9630
1260,+82 70 4317 8217
1261,+82 2 2028 0011
